Time (s),Scan Matcher (degrees),Monte Carlo (degrees),Ground Truth (degrees)
21.125577688217163,26.979864771906627,-14.2195219892781,-11.003674214439094
21.13534140586853,26.979864771906627,-14.2195219892781,-10.933555749613015
21.17180871963501,26.979864771906627,-14.2195219892781,-10.921052466555453
21.20683741569519,-147.00222597312523,-14.2195219892781,-10.921052466555453
21.211027145385742,-147.00222597312523,-14.2195219892781,-10.963651041868664
21.304287910461426,-147.00222597312523,-14.2195219892781,-10.969280185281143
21.35249900817871,-147.00222597312523,-14.2195219892781,-10.943418270017983
21.382410287857056,-147.00222597312523,-14.2195219892781,-10.941151013716551
21.434295177459717,-147.00222597312523,-14.2195219892781,-10.956621607612082
21.47425889968872,-147.00222597312523,-14.2195219892781,-10.9572381959874
21.510655403137207,-147.00222597312523,-14.2195219892781,-10.948105634465152
21.51412010192871,29.48486889128367,-14.2195219892781,-10.948105634465152
21.54837393760681,29.48486889128367,-14.2195219892781,-10.948194384087765
21.587666273117065,29.48486889128367,-14.2195219892781,-10.953527022302195
21.638322830200195,29.48486889128367,-14.2195219892781,-10.953201754896826
21.686078786849976,29.48486889128367,-14.2195219892781,-10.949919098347854
21.72917866706848,29.48486889128367,-14.2195219892781,-10.950214298000601
21.74642062187195,-154.74501140212544,-14.2195219892781,-10.950214298000601
21.780945301055908,-154.74501140212544,-14.2195219892781,-10.952344542223083
21.811172246932983,-154.74501140212544,-14.2195219892781,-10.952104475854851
21.865642309188843,-154.74501140212544,-14.2195219892781,-10.950699955990538
21.925797700881958,-154.74501140212544,-14.2195219892781,-10.950802687943911
21.964694023132324,-154.74501140212544,-14.2195219892781,-10.95158293602691
22.00252103805542,-154.74501140212544,-14.2195219892781,-11.00519095346724
22.008339643478394,109.50036654246134,-14.2195219892781,-11.00519095346724
22.044265747070312,109.50036654246134,-14.2195219892781,-11.169636586611766
22.08117914199829,109.50036654246134,-14.2195219892781,-11.314634385428027
22.121236085891724,109.50036654246134,-14.2195219892781,-11.340491719109641
22.199498891830444,109.50036654246134,-14.2195219892781,-11.269736371752526
22.234338521957397,109.50036654246134,-14.2195219892781,-11.257136761904322
22.28735661506653,-169.69152532434828,-14.2195219892781,-11.257136761904322
22.290573358535767,-169.69152532434828,-14.2195219892781,-11.299965717686586
22.326775074005127,-169.69152532434828,-14.2195219892781,-11.305759750498371
22.366822719573975,-169.69152532434828,-14.2195219892781,-11.279927938511623
22.40968608856201,-169.69152532434828,-14.2195219892781,-11.277506219012631
22.44187331199646,-169.69152532434828,-14.2195219892781,-11.292919424299349
22.48130226135254,-169.69152532434828,-14.2195219892781,-11.293667997510394
22.55207347869873,-169.69152532434828,-14.2195219892781,-11.338020291610032
22.58211660385132,6.287526640376675,-14.2195219892781,-11.338020291610032
22.59692144393921,6.287526640376675,-14.2195219892781,-11.50257491568146
22.634857892990112,6.287526640376675,-14.2195219892781,-11.652700784236877
22.680270195007324,6.287526640376675,-14.2195219892781,-11.677956881193257
22.724210023880005,6.287526640376675,-14.2195219892781,-11.60381118509429
22.756062746047974,6.287526640376675,-14.2195219892781,-11.591515153860263
22.809542655944824,6.287526640376675,-14.2195219892781,-11.690650821885136
22.814419507980347,66.02189780261791,-14.2195219892781,-11.690650821885136
22.843413591384888,66.02189780261791,-14.2195219892781,-11.863238086521706
22.87540340423584,66.02189780261791,-14.2195219892781,-11.983208130444801
22.91388440132141,66.02189780261791,-14.2195219892781,-12.007421156095946
22.961087942123413,66.02189780261791,-14.2195219892781,-11.952809082004132
22.99310278892517,66.02189780261791,-14.2195219892781,-11.941639877881647
23.05447793006897,66.02189780261791,-14.2195219892781,-12.029803407857347
23.08971095085144,145.97240623996632,-14.2195219892781,-12.029803407857347
23.114036560058594,145.97240623996632,-14.2195219892781,-12.20173635900419
23.19316029548645,145.97240623996632,-14.2195219892781,-12.327689709284721
23.261590480804443,145.97240623996632,-14.2195219892781,-12.351557582002604
23.302385568618774,145.97240623996632,-14.2195219892781,-12.292979743891276
23.358272790908813,145.97240623996632,-14.2195219892781,-12.281828681296169
23.370365381240845,-176.16691253360074,-14.2195219892781,-12.281828681296169
23.41734766960144,-176.16691253360074,-14.2195219892781,-12.318197911026456
23.45283269882202,-176.16691253360074,-14.2195219892781,-12.323979013268557
23.487806797027588,-176.16691253360074,-14.2195219892781,-12.302374040699371
